Desocupación  ,Participación
9.87498341767082,54.6122528382193
10.6071994751787,52.5330483428465
10.9737175271949,52.2346895406669
10.1913830303549,53.5795016155743
9.69134895424774,54.428570809977
9.48354225628559,54.4946414311853
9.1393178038336,55.1575844338015
8.23179399229971,55.3339238829489
7.48972735871535,55.663635260975
7.50237585093022,56.0023217875066
8.07747453072997,56.3607038197574
8.35995926497023,56.0531578525055
8.36767595742577,55.6479481493258
7.85417922680094,55.5699899426432
7.74939051050559,56.3201130971377
8.22863982225027,56.8386064974338
8.83142817837413,56.5471357943695
9.23306923111544,55.4477215219961
9.08477741396751,55.0139246155122
8.55308692077207,54.8122699413093
7.94016411075999,54.7657759777699
7.5279629887281,54.8908124905564
7.47326245942859,55.9689953705298
7.98253595451992,56.31810037554
8.14012303904937,56.4029377386874
8.02537488301756,55.6521677568539
8.04200196361017,55.5640677588388
8.05396007663042,55.3636507646117
8.41814460055403,55.4683368916415
8.38832141760076,55.4376961525156
8.42677474054781,55.9597334233355
8.58528619109053,56.4715152723255
7.81530622834544,56.3282773558386
7.85379700423726,55.5881913265989
7.62671541671222,56.2258144399087
7.91152808920321,56.1933859343944
8.26000153602256,56.4783777043304
8.03655089474462,55.7674012367214
7.96299211604891,55.6520860529058
7.37245243367866,54.742231304571
7.01880583612856,53.5610023157803
7.04369764484038,53.4012417770546
6.89445863573765,53.2442753386601
7.46452271520607,53.2205053464836
7.32426128397096,53.4391227508093
7.92472719698084,53.7490118942432
8.2532860383709,53.932875801843
8.56382024627139,53.5391666708081
8.87005231354041,53.5365717793531
8.37611158228013,53.9945354662595
7.99432633407733,54.3907812118327
7.59717410947363,53.5215443720807
7.77255220634839,52.9326090122748
8.17080373577666,52.5192809922635
8.28850151370081,53.2456883142792
8.20932417911425,54.0319437839166
7.40557501638887,54.2299385849559
7.6960684270901,55.3720470532069
7.83648125334561,55.135743328924
8.18129312553537,55.4313857492821
7.82096237173982,54.9911234787393
7.22125675045429,55.1636222661894
7.57471175316794,55.1181847246508
7.55001230912923,55.1167520842008
7.98514813502783,54.6115763791866
7.91481460268637,54.5174428531641
7.97218600073156,54.6654275671952
7.94535089870866,54.1758711508274
7.53673317768972,54.6652600653115
6.62742728407046,54.7854388212542
6.18711751870499,55.4786141205327
6.61903343417526,54.9341104917647
7.06502868912741,54.8628509087136
7.30536068827168,54.9234426708627
7.16131067492425,55.2587667959612
7.14011094953371,55.6996680858609
7.39980292777192,55.7126003876495
7.84320606880371,54.7260396465604
7.69850629426431,54.3716072379687
7.27529228649036,54.3651450319063
6.61915247449838,54.579175589074
6.56892638471796,54.0636789153888
6.79382060132209,54.3915049446293
6.88464770845762,54.2115857161958
6.81720434842222,54.1468179506054
6.63636667962507,53.9015380911831
6.81490461160684,54.2820396876411
